station	id	state	city	owner	website	station_info	subchannels	source	collection_date
K03HY-D		CA	 San Francisco	 One Ministries		 Digital Low-Power - 2.5 kW	 3.1 Better Life (3ABN 7th Day Adventist), 3.2 Better Life Health, 3.3 Better Life Sermons, 3.4 Better Life / 3ABN in Spanish, 3.5 God TV, 3.6 Daystar, 3.7 American Uncensored News, 3.8 North Bay TV (K49KS-D)	stationindex	2023-05-17 12:50:01.701573
KRON	" ""KRON 4"""	CA	 San Francisco	 Nexstar Media Group	https://www.kron4.com/	 Digital Full-Power - 1000 kW	 4.1 KRON, 4.2 KRON 4 News 24/7	stationindex	2023-05-17 12:50:01.701573
KPIX	" ""CBS 5"""	CA	 San Francisco	 ViacomCBS	https://sanfrancisco.cbslocal.com/	 Digital Full-Power - 1000 kW	 5.1 KPIX/CBS, 5.2 Start TV, 5.3 Dabl	stationindex	2023-05-17 12:50:01.701573
KGO	" ""ABC 7"""	CA	 San Francisco	 ABC	https://abc7news.com/	 Digital Full-Power - 24 kW	 7.1 KGO/ABC, 7.2 Localish, 7.3 Laff TV	stationindex	2023-05-17 12:50:01.701573
KQSL	" ""Total Living Network"""	CA	 Fort Bragg	 One Ministries		 Digital Full-Power - 26 kW	 8.1 KQSL/Total Living Network	stationindex	2023-05-17 12:50:01.701573
KQED		CA	 San Francisco	 Northern California Public Broadcasting	http://www.kqed.org/	 Digital Educational Full-Power - 710 kW	 9.1 KQED HD/PBS, 9.2 KTEH, 9.3 PBS World	stationindex	2023-05-17 12:50:01.701573
KNTV	" ""NBC 11"""	CA	 San Jose	 NBC Universal	http://www.nbcbayarea.com/	 Digital Full-Power - 103.1 kW	 11.1 KNTV/NBC, 11.2 Cozi TV	stationindex	2023-05-17 12:50:01.701573
KQSL-LD		CA	 Petaluma	 One Ministries	http://kkpm.tv/	 Digital Low-Power - 0.3 kW	 12.1 Better Life (3ABN 7th Day Adventist), 12.2 Better Life Health, 12.3 Better Life Sermons, 12.4 Better Life / 3ABN in Spanish, 12.5 God TV, 12.6 Daystar, 12.7 American Uncensored News, 12.8 North Bay TV (K49KS-D)	stationindex	2023-05-17 12:50:01.701573
KDTV	" ""Univision 14"""	CA	 San Francisco	 Univision Communications		 Digital Full-Power - 476.3 kW		stationindex	2023-05-17 12:50:01.701573
KOFY		CA	 San Francisco	 Granite Broadcasting	http://www.kofytv.com/	 Digital Full-Power - 383 kW	 20.1 KOFY/Independent	stationindex	2023-05-17 12:50:01.701573
KRCB		CA	 Cotati	 Rural California Broadcasting Corporation	http://www.krcb.org/	 Digital Educational Full-Power - 105 kW		stationindex	2023-05-17 12:50:01.701573
KTSF		CA	 San Francisco	 Lincoln Broadcasting	https://www.ktsf.com/	 Digital Full-Power - 475 kW	" 26.1 KTSF, 
26.3 KTSF Chinese News, 
26.5 Viet Today TV, 
26.6 Viet Shopping TV"	stationindex	2023-05-17 12:50:01.701573
KCNZ-CD		CA	 San Francisco	 Poquito Mas Communications		 Digital Class-A - 15 kW	" 28.1 KCNZ/Religious, 
28.2 Home Shopping Network, 
28.3 Jewelry, 
28.4 Evine Live"	stationindex	2023-05-17 12:50:01.701573
KMTP		CA	 San Francisco	 Minority Television Project	http://www.kmtp.tv/	 Digital Educational Full-Power - 500 kW	 33.1 KMTP, 33.2 World Channel (Chinese), 33.3 ido-tv, 33.5 NTD-TV (Chinese)	stationindex	2023-05-17 12:50:01.701573
KICU	" ""KTVU Plus"""	CA	 San Jose	 Fox Television Stations	http://www.ktvu.com/news/ktvuplus	 Digital Full-Power - 550 kW	 36.1 KICU, 36.2 KEMS/KBS World (Korean), 36.3 CCTV News	stationindex	2023-05-17 12:50:01.701573
KCNS	" ""Estrella TV 38"""	CA	 San Francisco	 NRJ TV		 Digital Full-Power - 1000 kW	 38.1 KCNS/Estrella TV, 38.2 Sino TV, 38.3 Estrella TV, 38.4 Comet, 38.5 NTD TV, 38.6 Unknown	stationindex	2023-05-17 12:50:01.701573
KMMC-LD		CA	 San Francisco	 New York Spectrum Holding Company		 Digital Low-Power - 14 kW	 40.1 3ABN Latino	stationindex	2023-05-17 12:50:01.701573
KQRM-LP		CA	 Santa Rosa	 One Ministries		 Low-Power - 20 kW	 3.1 God TV	stationindex	2023-05-17 12:50:01.701573
KTNC	" ""Estrella TV KTNC 42"""	CA	 Concord	 TTBG, LLC		 Digital Full-Power - 40 kW	 42.1 KTNC/Estrella TV, 42.2 Estrella TV Central Valley, 42.3 This TV	stationindex	2023-05-17 12:50:01.701573
KBCW	" ""CW Bay Area"""	CA	 San Francisco	 ViacomCBS	https://cwsanfrancisco.cbslocal.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KSTS	" ""Telemundo 48"""	CA	 San Jose	 NBC Universal	http://www.telemundo48.com/	 Digital Full-Power - 257 kW		stationindex	2023-05-17 12:50:01.701573
K49KS-D	" ""North Bay TV"""	CA	 Santa Rosa		http://www.northbaytv.com/	 Digital Low-Power - 1 kW	 49.1 North Bay TV	stationindex	2023-05-17 12:50:01.701573
KEMO		CA	 Santa Rosa	 Northstar Media		 Digital Full-Power - 20 kW	 50.1 KEMO/Azteca America	stationindex	2023-05-17 12:50:01.701573
KTEH		CA	 San Jose	 Northern California Public Broadcasting	http://www.kteh.org/	 Digital Educational Full-Power - 290 kW	 54.1 KTEH/PBS, 54.2 KQED, 54.3 Life, 54.4 Kids, 54.5 V-me	stationindex	2023-05-17 12:50:01.701573
KCSM		CA	 San Mateo	 San Mateo Community College	http://www.kcsm.org/	 Digital Educational Full-Power - 536 kW	 60.1 KCSM, 60.2 MHz WorldView, 60.3 Jazz TV	stationindex	2023-05-17 12:50:01.701573
KKPX		CA	 San Jose	 Ion Media Networks		 Digital Full-Power - 1000 kW	 65.1 Ion, 65.2 Qubo, 65.3 Ion Life, 65.4 Ion Shop, 65.5 QVC, 65.6 HSN	stationindex	2023-05-17 12:50:01.701573
KFSF	" ""Unimas 66"""	CA	 Vallejo	 Univision Communications		 Digital Full-Power - 150 kW	 66.1 KFSF/Unimas, 66.2 Univision, 66,3 Bounce TV, 66.4 Grit TV	stationindex	2023-05-17 12:50:01.701573
KTLN		CA	 Novato	 OTA Broadcasting		 Digital Full-Power - 1000 kW	 68.1 KTLN/Religious, 68.2 Jewelry Television, 68.3 Sonlife Broadcasting Network, 68.4 Chinese	stationindex	2023-05-17 12:50:01.701573
WGBH	" ""GBH 2"""	MA	 Boston	 WGBH Educational Foundation	http://www.wgbh.org/	 Digital Educational Full-Power - 700 kW		stationindex	2023-05-17 12:50:01.701573
WBZ	" ""CBS 4"""	MA	 Boston	 ViacomCBS	https://boston.cbslocal.com/	 Digital Full-Power - 922 kW	 4.1 WBZ/CBS, 4.2 Start TV, 4.3 Dabl	stationindex	2023-05-17 12:50:01.701573
WCVB		MA	 Boston	 Hearst Television	https://www.wcvb.com/	 Digital Full-Power - 625 kW		stationindex	2023-05-17 12:50:01.701573
WHDH		MA	 Boston	 Sunbeam Television	http://www.whdh.com/	 Digital Full-Power - 1000 kW	 8.1 WHDH, 8.2 This TV	stationindex	2023-05-17 12:50:01.701573
WBTS-LD	" ""NBC Boston"""	MA	 Boston	 NBC Universal	http://www.nbcboston.com/	 Digital Low-Power - 11.2 kW	 8.1 NBC/NBC Boston, 8.2 Telemundo, 8.3 Cozi TV, 8.4 TeleXitos	stationindex	2023-05-17 12:50:01.701573
WMUR		NH	 Manchester	 Hearst Television	http://www.wmur.com/	 Digital Full-Power - 6.5 kW	 9.1 WMUR/ABC, 9.2 MeTV	stationindex	2023-05-17 12:50:01.701573
WFXT	" ""FOX 25"""	MA	 Boston	 Cox Media Group	http://www.myfoxboston.com/	 Digital Full-Power - 780 kW	 25.1 Fox, 25.2 Movies!	stationindex	2023-05-17 12:50:01.701573
WHDN-LD		MA	 Boston	 MIG Broadcast Group / Guenter Marksteiner		 Digital Low-Power - 15 kW		stationindex	2023-05-17 12:50:01.701573
WUTF	" ""Unimas Boston"""	MA	 Marlborough	 Entravision Communications		 Digital Full-Power - 100 kW	 66.1 Unimas	stationindex	2023-05-17 12:50:01.701573
WSBK	" ""My 38"""	MA	 Boston	 ViacomCBS	https://boston.cbslocal.com/	 Digital Full-Power - 163 kW	 38.1 MyNetworkTV, 38.2 Heroes & Icons, 38.3 Comet TV, 38.4 Charge!, 38.5 Circle	stationindex	2023-05-17 12:50:01.701573
WGBX	" ""GBH 44"""	MA	 Booston	 WGBH Educational Foundation	http://www.wgbh.org/	 Digital Educational Full-Power - 500 kW		stationindex	2023-05-17 12:50:01.701573
WWDP	" ""EVINE Live"""	MA	 Norwell	 EVINE Live, Inc.		 Digital Full-Power - 5 kW	 46.1 EVINE Live/WWDP	stationindex	2023-05-17 12:50:01.701573
WYDN		MA	 Worcester	 Daystar Television Network	http://www.daystar.com/	 Digital Educational Full-Power - 365 kW		stationindex	2023-05-17 12:50:01.701573
WWJE		NH	 Derry	 Univision		 Digital Full-Power - 400 kW	 50.1 True Crime Network	stationindex	2023-05-17 12:50:01.701573
WLVI	" ""Boston's CW"""	MA	 Cambridge	 Sunbeam Television	http://www.cw56.com/	 Digital Full-Power - 550 kW		stationindex	2023-05-17 12:50:01.701573
WDPX	" ""Ion Life"""	MA	 Vineyard Haven	 Ion Media Networks		 Digital Full-Power - 375 kW	 58.1 Ion Life	stationindex	2023-05-17 12:50:01.701573
WNEU		NH	 Merrimack	 NBC Universal		 Digital Full-Power - 80 kW		stationindex	2023-05-17 12:50:01.701573
WMFP		MA	 Lawrence	 Multicultural Television		 Digital Full-Power - 1000 kW	 62.1 Retro Television/WMFP	stationindex	2023-05-17 12:50:01.701573
WUNI		MA	 Worcester	 Univision	https://noticiasya.com/nueva-inglaterra/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WBPX		MA	 Boston	 Ion Media Networks		 Digital Full-Power - 375 kW	 68.1 Ion, 68.2 Qubo, 68.3 Infomercials, 68.4 Ion Shop, 68.5 QVC, 68.6 HSN	stationindex	2023-05-17 12:50:01.701573
WSB	" ""Action News 2"""	GA	 Atlanta	 Cox Enterprises	http://www.wsbtv.com/	 Digital Full-Power - 1000 kW	 2.1 WSB/ABC, 2.2 Me TV	stationindex	2023-05-17 12:50:01.701573
WUVM-LP		GA	 Atlanta	 Northstar Media		 Low-Power - 2.5 kW		stationindex	2023-05-17 12:50:01.701573
WAGA	" ""FOX 5"""	GA	 Atlanta	 Fox Television Stations	http://www.fox5atlanta.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WGTV		GA	 Athens	 Georgia Public Broadcasting	http://www.gpb.org/	 Digital Educational Full-Power - 21 kW		stationindex	2023-05-17 12:50:01.701573
WXIA	" ""11 Alive"""	GA	 Atlanta	 Tegna Media	http://www.11alive.com/	 Digital Full-Power - 80 kW		stationindex	2023-05-17 12:50:01.701573
WPXA		GA	 Rome	 Ion Media Networks		 Digital Full-Power - 1000 kW	 14.1 Ion, 14.2 Qubo, 14.3 Ion Life, 14.4 Ion Shop, 14.5 QVC, 14.6 HSN	stationindex	2023-05-17 12:50:01.701573
WPCH	" ""Peachtree TV"""	GA	 Atlanta	 Time Warner	http://www.peachtreetv.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WSKC-CD		GA	 Atlanta	 KM Communications		 Class-A Digital - 10 kW	 22.1 WSKC/Munhwa Broadcasting Corporation (Korean)	stationindex	2023-05-17 12:50:01.701573
WTBS-LD		GA	 Atlanta	 Prism Broadcasting Network		 Digital Low-Power - 15 kW	 26.1 France 24, 26.2 Untamed Sports TV, 26.3 Tuff TV, 26.4 Jewelry TV, 26.5 Oldie Goldie, 26.6 Prism TV, 26.7 This TV, 26.8 Tr3s, 26.9 LATV, 26.1 Vida TV	stationindex	2023-05-17 12:50:01.701573
WPBA		GA	 Atlanta	 Atlanta Public Schools	http://www.wpba.org/	 Digital Educational Full-Power - 55.4 kW		stationindex	2023-05-17 12:50:01.701573
WANN-CA		GA	 Atlanta	 Prism Broadcasting Network		 Class-A - 18.2 kW		stationindex	2023-05-17 12:50:01.701573
WGTA		GA	 Toccoa	 Marquee Broadcasting	http://www.wgtatv.com/	 Digital Full-Power - 240 kW	 32.1 Heroes and Icons, 32.2 Decades, 32.3 Movies!	stationindex	2023-05-17 12:50:01.701573
WUVG		GA	 Athens	 Univision Communications		 Digital Full-Power - 1000 kW	 34.1 Univision, 34.2 Unimas, 34.3 GetTV]34.4 Escape	stationindex	2023-05-17 12:50:01.701573
WATL	" ""My ATL TV"""	GA	 Atlanta	 Tegna Media	http://www.myatltv.com/	 Digital Full-Power - 500 kW		stationindex	2023-05-17 12:50:01.701573
WGCL	" ""CBS Atlanta"""	GA	 Atlanta	 Meredith Corporation	http://www.cbsatlanta.com/	 Digital Full-Power - 1000 kW	 46.1 CBS Atlanta/WGCL	stationindex	2023-05-17 12:50:01.701573
WATC		GA	 Atlanta	 Carolina Christian Broadcasting	http://www.watc.tv/	 Digital Educational Full-Power - 165 kW		stationindex	2023-05-17 12:50:01.701573
WHSG		GA	 Monroe	 Trinity Broadcasting Network	http://www.tbn.org/	 Digital Full-Power - 700 kW	 63.1 WHSG/TBN, 63.2 Church Channel, 63.3 JCTV, 63.4 Enlace USA, 63.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
WUPA	" ""CW 69"""	GA	 Atlanta	 ViacomCBS	https://cwatlanta.cbslocal.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WRC	" ""NBC 4"""	DC	 Washington	 NBC Universal	http://www.nbcwashington.com/	 Digital Full-Power - 813 kW	 4.1 WRC/NBC, 4.2 Cozi TV	stationindex	2023-05-17 12:50:01.701573
WTTG	" ""FOX 5"""	DC	 Washington	 Fox Television Stations	http://www.fox5dc.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WJLA	" ""ABC 7"""	DC	 Washington	 Sinclair Broadcast Group	https://wjla.com/	 Digital Full-Power - 52 kW	 7.1 WJLA/ABC, 7.2 Charge!, 7.3 Comet, 7.4 TBD	stationindex	2023-05-17 12:50:01.701573
WUSA		DC	 Washington	 Tegna Media	http://www.wusa9.com/	 Digital Full-Power - 52 kW	 9.1 WUSA/CBS, 9.2 True Crime Network, 9.3 Quest	stationindex	2023-05-17 12:50:01.701573
WFDC		VA	 Arlington	 Univision Communications		 Digital Full-Power - 325 kW	 14.1 Univision, 14.2 Get TV, 14.3 Grit TV, 14.4 Escape	stationindex	2023-05-17 12:50:01.701573
WDCA	" ""Fox 5 Plus"""	DC	 Washington	 Fox Television Stations	http://www.fox5dc.com/fox5plus	 Digital Full-Power - 500 kW	 20.1 WDCA, 20.2 Movies!, 20.3 Heros & Icons, 20.4 Light TV	stationindex	2023-05-17 12:50:01.701573
WMPT		MD	 Annapolis	 Maryland Public Broadcasting Commission	http://www.mpt.org/	 Digital Educational Full-Power - 150 kW		stationindex	2023-05-17 12:50:01.701573
WDDN-LD		DC	 Washington	 Daystar		 Digital Low-Power - 10 kW	 23.1 Daystar	stationindex	2023-05-17 12:50:01.701573
WZDC-CD	" ""Telemundo 25"""	DC	 Washington	 NBCUniversal	http://www.telemundowashingtondc.com	 Digial Class-A - 624 kW		stationindex	2023-05-17 12:50:01.701573
WETA		DC	 Washington	 Greater Washington Educational Telecommunications Association	http://www.weta.org/	 Digital Educational Full-Power - 90 kW		stationindex	2023-05-17 12:50:01.701573
WNVT	" ""MHz Networks"""	VA	 Goldvein	 Commonwealth Public Broadcasting Corporation	http://www.mhznetworks.org/	 Digital Educational Full-Power - 160 kW	 30.6 EuroNews (Spanish), 30.7 France 24, 30.8 Ethiopian Television, 30.9 VTV4, 30.10 EuroNews (English)	stationindex	2023-05-17 12:50:01.701573
WHUT		DC	 Washington	 Howard University		 Digital Educational Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WMDO-CA		DC	 Washington	 Entravision		 Digital Low-Power - 0.198 kW	 47.1 Unimas, 47.2 Univision	stationindex	2023-05-17 12:50:01.701573
WDCW	" ""DCW 50"""	DC	 Washington	 Nexstar Media Group	https://www.localdvm.com/watch-dcw50/	 Digital Full-Power - 125 kW	 50.1 WDCW/CW, 50.2 This TV	stationindex	2023-05-17 12:50:01.701573
WNVC	" ""MHz Neteworks"""	VA	 Fairfax	 Commonwealth Public Broadcasting Corporation	http://www.mhznetworks.org/	 Digital Educational Full-Power - 160 kW	 30.1 MHz Worldview, 30.2 NHK World, 30.3 Metro Chinese Network, 30.4 Russia Today, 30.5 Al Jazeera English	stationindex	2023-05-17 12:50:01.701573
WWPX		WV	 Martinsburg	 Ion Media Networks	http://www.iontelevision.com/	 Digital Full-Power - 23 kW	 60.1 Ion, 60.2 Qubo, 60.3 Ion Life, 60.4 Ion Shop, 60.5 QVC, 60.6 HSN	stationindex	2023-05-17 12:50:01.701573
WFPT		MD	 Frederick	 Maryland Public Broadcasting Commission	http://www.mpt.org/	 Digital Educational Full-Power - 30 kW		stationindex	2023-05-17 12:50:01.701573
WPXW		VA	 Manassas	 Ion Media Networks		 Digital Full-Power - 90 kW	 66.1 Ion, 66.2 Qubo, 66.3 Ion Life, 66.4 Ion Shop, 66.5 QVC, 66.6 HSN	stationindex	2023-05-17 12:50:01.701573
WJAL		MD	 Hagerstown	 Entravision Communications	http://www.wjal.com/	 Digital Full-Power - 105 kW		stationindex	2023-05-17 12:50:01.701573
WQAW-LD		MD	 Lake Shore	 Northstar Media		 Digital Low-Power - 6.5 kW	 69.1 Azteca America, 69.2 , 69.3 , 69.4	stationindex	2023-05-17 12:50:01.701573
KPRC	" ""Local 2"""	TX	 Houston	 Graham Media Group	http://www.click2houston.com/	 Digital Full-Power - 1000 kW	 2.1 KPRC/NBC, 2.2 This TV, 2.3 LATV	stationindex	2023-05-17 12:50:01.701573
KUHT		TX	 Houston	 University of Houston	http://www.houstonpbs.org/	 Digital Educational Full-Power - 34.3 kW		stationindex	2023-05-17 12:50:01.701573
KHOU		TX	 Houston	 Tegna Media	http://www.khou.com/	 Digital Full-Power - 25 kW		stationindex	2023-05-17 12:50:01.701573
KTRK	" ""ABC 13"""	TX	 Houston	 ABC	https://abc13.com/	 Digital Full-Power - 32.4 kW	 13.1 KTRK/ABC, 13.2 Localish, 13.3 Laff TV	stationindex	2023-05-17 12:50:01.701573
KETH		TX	 Houston	 Trinity Broadcasting Network	http://www.communityedtv.org/keth/	 Digital Educational Full-Power - 900 kW	 14.1 KETH/TBN, 14.2 Church Channel, 14.3 JCTV, 14.4 Enlace USA, 14.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
KTXH	" ""My 20"""	TX	 Houston	 Fox Television Stations	http://www.fox26houston.com/my20-houston	 Digital Full-Power - 421 kW		stationindex	2023-05-17 12:50:01.701573
KLTJ		TX	 Galveston	 Daystar Television Network	http://www.kltj.org/	 Digital Educational Full-Power - 350 kW		stationindex	2023-05-17 12:50:01.701573
KRIV	" ""FOX 26"""	TX	 Houston	 Fox Television Stations	http://www.fox26houston.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KCVH-LP		TX	 Houston			 Low-Power - 70 kW		stationindex	2023-05-17 12:50:01.701573
KUVM-CD	" ""MundoMax 34"""	TX	 Dewalt	 Mako Communications		 Digital Class-A - 15 kW	 34.1 KUVM/MundoMax	stationindex	2023-05-17 12:50:01.701573
KIAH	" ""CW 39"""	TX	 Houston	 Nexstar Media Group	https://cw39.com/	 Digital Full-Power - 1000 kW	 39.1 KIAH/CW, 39.2 Antenna TV	stationindex	2023-05-17 12:50:01.701573
KXLN		TX	 Rosenberg	 Univision Communications		 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KTMD	" ""Telemundo 47"""	TX	 Galveston	 NBC Universal	http://www.ktmd.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
KPXB		TX	 Conroe	 Ion Media Networks		 Digital Full-Power - 1000 kW	 49.1 Ion, 49.2 Qubo, 49.3 Ion Life, 49.4 Ion Shop, 49.5 QVC, 49.6 HSN	stationindex	2023-05-17 12:50:01.701573
KYAZ		TX	 Katy	 Northstar Media		 Digital Full-Power - 1000 kW	 51.1 Azteca America, 51.2 Infomercials, 51.3 Biz TV, 51.4 NTD (New Tang Dynasty Television)	stationindex	2023-05-17 12:50:01.701573
KTBU	" ""Mega TV Houston"""	TX	 Conroe	 Spanish Broadcasting Systems		 Digital Full-Power - 1000 kW	 55.1 Mega TV, 55.2 VAN TV, 55.3 Nacion TV, 55.4 Mi Casa, 55.5 ITV, 55.6 CCTV News	stationindex	2023-05-17 12:50:01.701573
KUBE	" ""KUBE TV Houston"""	TX	 Baytown	 TTBG, LLC		 Digital Full-Power - 1000 kW	 57.1 KUBE/Independent, 57.2 La Mera TV, 57.3 BYN TV	stationindex	2023-05-17 12:50:01.701573
KZJL	" ""Estrella TV KZJL 61"""	TX	 Houston	 Liberman Broadcasting		 Digital Full-Power - 1000 kW	 61.1 KZJL/Estrella TV	stationindex	2023-05-17 12:50:01.701573
KFTH	" ""Unimas 67"""	TX	 Alvin	 Univision Communications		 Digital Full-Power - 1000 kW	 67.1 Unimas, 67.2 GetTV, 67.3 Grit TV	stationindex	2023-05-17 12:50:01.701573
WJBK	" ""FOX 2"""	MI	 Detroit	 Fox Television Stations	http://www.fox2detroit.com/	 Digital Full-Power - 20 kW		stationindex	2023-05-17 12:50:01.701573
WDIV	" ""Local 4"""	MI	 Detroit	 Graham Media Group	http://www.clickondetroit.com/	 Digital Full-Power - 973 kW	 4.1 WDIV/NBC, 4.2 This TV	stationindex	2023-05-17 12:50:01.701573
WXYZ		MI	 Detroit	 E. W. Scripps Company	http://www.wxyz.com/	 Digital Full-Power - 770 kW	 7.1 WXYZ/ABC, 7.2 Retro Television Network, 7.3 Weather	stationindex	2023-05-17 12:50:01.701573
WMYD	" ""MY TV 20"""	MI	 Detroit	 Granite Broadcasting	http://www.tv20detroit.com/	 Digital Full-Power - 500 kW		stationindex	2023-05-17 12:50:01.701573
WUDT-CA	" ""Univision Detroit"""	MI	 Detroit	 Daystar Television Network		 Class-A - 50 kW		stationindex	2023-05-17 12:50:01.701573
WHDA-LP		MI	 Ann Arbor	 Local HDTV, Inc.		 Low-Power - 19 kW		stationindex	2023-05-17 12:50:01.701573
WPXD		MI	 Ann Arbor	 Ion Media Networks		 Digital Full-Power - 110 kW	 31.1 Ion, 31.2 Qubo, 31.3 Ion Life, 31.4 Ion Shop, 31.5 QVC, 31.6 HSN	stationindex	2023-05-17 12:50:01.701573
WADL		MI	 Mount Clemens	 Adell Broadcasting		 Digital Full-Power - 1000 kW	 38.1 WADL/Independent	stationindex	2023-05-17 12:50:01.701573
WKBD	" ""CW 50"""	MI	 Detroit	 ViacomCBS	https://cwdetroit.cbslocal.com/	 Digital Full-Power - 285 kW		stationindex	2023-05-17 12:50:01.701573
WTVS		MI	 Detroit	 Detroit Educational Television Foundation	http://www.wtvs.org/	 Digital Educational Full-Power - 200 kW		stationindex	2023-05-17 12:50:01.701573
WWJ	" ""CBS Detroit"""	MI	 Detroit	 ViacomCBS	https://detroit.cbslocal.com/	 Digital Full-Power - 200 kW		stationindex	2023-05-17 12:50:01.701573
KTVK	" ""3TV"""	AZ	 Phoenix	 Meredith Corporation	http://www.azfamily.com/	 Digital Full-Power - 1000 kW	 3.1 KTVK/3TV, 3.2 3TV 24/7 - AZ News, 3.3 Weather Now	stationindex	2023-05-17 12:50:01.701573
KPHO	" ""CBS 5"""	AZ	 Phoenix	 Meredith Corporation	http://www.cbs5az.com/	 Digital Full-Power - 1000 kW	 5.1 KPHO/CBS, 5.2 Cozi TV	stationindex	2023-05-17 12:50:01.701573
KAZT	" ""AZ TV"""	AZ	 Prescott	 The Londen Group	http://www.aztv.com/	 Digital Full-Power - 3.2 kW	 7.1 KAZT/Independent, 7.2 Me TV (Classic TV), 7.3 HSN Home Shopping Network	stationindex	2023-05-17 12:50:01.701573
KAET		AZ	 Phoenix	 Arizona State University	http://www.kaet.asu.edu/	 Digital Educational Full-Power - 25.1 kW	 8.1 KAET/PBS, 8.2 Create, 8.3 PBS World, 8.4 KBAQ Radio	stationindex	2023-05-17 12:50:01.701573
KSAZ	" ""FOX 10"""	AZ	 Phoenix	 Fox Television Stations	http://www.fox10phoenix.com/	 Digital Full-Power - 105 kW	 10.1 KSAZ/Fox	stationindex	2023-05-17 12:50:01.701573
KPNX	" ""12 News"""	AZ	 Mesa	 Tegna Media	http://www.azcentral.com/12news/	 Digital Full-Power - 40 kW	 12.1 KPNX/NBC, 12.2 12 News Weather, 12.3 True Crime Network, 12.4 Quest	stationindex	2023-05-17 12:50:01.701573
KNXV	" ""ABC 15"""	AZ	 Phoenix	 E. W. Scripps Company	http://www.abc15.com/	 Digital Full-Power - 458 kW	 15.1 KNXV/ABC, 15.2 Antenna TV, 15.3 Laff TV	stationindex	2023-05-17 12:50:01.701573
KPAZ		AZ	 Phoenix	 Trinity Broadcasting Network	http://www.tbn.org/	 Digital Full-Power - 500 kW	 21.1 KPAZ/TBN, 21.2 Church Channel, 21.3 JCTV, 21.4 Enlace USA, 21.5 Smile of a Child	stationindex	2023-05-17 12:50:01.701573
KAZT-CD	" ""AZ TV"""	AZ	 Phoenix		http://www.aztv.com/	 Digital Class-A - 150 kW	 27.1 KAZT/Independent, 27.2 Me TV (Classic TV), 27.3 HSN Home Shopping Network	stationindex	2023-05-17 12:50:01.701573
KCAB-LP	" ""News 28 / TV 28"""	AZ	 Cassa Grande	 Central Arizona Broadcasting		 Low-Power - 10 kW		stationindex	2023-05-17 12:50:01.701573
KTVW	" ""Univision 33"""	AZ	 Phoenix	 Univision Communications		 Digital Full-Power - 470 kW	 33.1 Univision/KTVW, 33.2 Unimas, 33.3 Grit TV, 33.5 Bounce TV	stationindex	2023-05-17 12:50:01.701573
